dimension,seed,run_dir,best_epoch,checkpoint_selection,best_val_zeta,best_val_s,best_val_c_plus,best_val_loss,validation_batches,regularization_train_log_equiv,regularization_whole_batch_log_equiv,regularization_total_scaled,regularization_whole_batch_total_scaled,train_log
64,1,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260722_231944_d64_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,18,best_val_zeta,0.3058200453718503,0.2215117091933886,0.7200270791848501,-0.19387478505571684,12,0.027632,0.024545,0.027632,0.024545,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d64_seed1.log
64,2,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260722_233803_d64_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s2,47,best_val_zeta,0.2980377326409022,0.5601968094706535,1.86673004925251,-0.4414796754717827,12,0.118653,0.101334,0.118653,0.101334,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d64_seed2.log
64,3,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260722_235409_d64_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s3,17,best_val_zeta,0.3008454665541649,0.11880244687199593,0.39166924854119617,-0.1058675975849231,12,0.012933,0.011542,0.012933,0.011542,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d64_seed3.log
64,4,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260723_001340_d64_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,20,best_val_zeta,0.30081480989853543,0.3795137157042821,1.2514707545439403,-0.2902838767816623,12,0.089194,0.089479,0.089194,0.089479,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d64_seed4.log
128,0,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260723_003341_d128_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s0,15,best_val_zeta,0.29144345223903656,0.06159070537736019,0.21039679770668349,-0.04903889819979668,12,0.012551,0.010488,0.012551,0.010488,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d128_seed0.log
128,1,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260723_005419_d128_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,15,best_val_zeta,0.26870906725525856,0.057672979620595775,0.2132627827425798,-0.04878820385783911,12,0.008884,0.006297,0.008884,0.006297,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d128_seed1.log
128,2,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260723_011631_d128_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s2,15,best_val_zeta,0.268522293617328,0.043332712880025305,0.16197854715089002,-0.03604023096462091,12,0.007292,0.005452,0.007292,0.005452,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d128_seed2.log
128,3,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260723_013828_d128_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s3,20,best_val_zeta,0.2806792880098025,0.45783698310454685,1.6213668783505757,-0.3151400573551655,12,0.142641,0.127644,0.142641,0.127644,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d128_seed3.log
128,4,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260723_020111_d128_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,17,best_val_zeta,0.29673171788454056,0.10560203343629837,0.35396118462085724,-0.08330824971199036,12,0.022291,0.019767,0.022291,0.019767,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d128_seed4.log
256,0,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260723_022316_d256_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s0,16,best_val_zeta,0.30674167970816296,0.17835225723683834,0.5805724735061327,-0.11634590135266383,12,0.061997,0.069495,0.061997,0.069495,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d256_seed0.log
256,1,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260723_024441_d256_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,18,best_val_zeta,0.31060172617435455,0.4369302491346995,1.3829920316735904,-0.3348356680944562,12,0.102073,0.090598,0.102073,0.090598,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d256_seed1.log
256,2,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260723_030658_d256_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s2,16,best_val_zeta,0.25092560052871704,0.041545620964219175,0.16422778305908045,-0.03169265598990023,12,0.009852,0.007394,0.009852,0.007394,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d256_seed2.log
256,3,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260723_032953_d256_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s3,17,best_val_zeta,0.292082816362381,0.14012274580697218,0.4783952919145425,-0.08084200415760279,12,0.059274,0.056154,0.059274,0.056154,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d256_seed3.log
256,4,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260723_035211_d256_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,18,best_val_zeta,0.26223256935675937,0.2704072445631027,1.0344227155049641,-0.1413311269134283,12,0.129044,0.121086,0.129044,0.121086,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d256_seed4.log
512,0,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260723_041445_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s0,17,best_val_zeta,0.269384512056907,0.2038381832341353,0.7489275857806206,-0.08606406239171822,12,0.117751,0.102295,0.117751,0.102295,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d512_seed0.log
512,1,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260723_044358_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,14,best_val_zeta,0.2523659331103166,0.023331785884996254,0.09161002996067207,-0.011813850219671925,12,0.011517,0.010626,0.011517,0.010626,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d512_seed1.log
512,2,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260723_051241_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s2,16,best_val_zeta,0.25380178913474083,0.04922596116860708,0.1928462783495585,-0.03183403300742308,12,0.017390,0.015362,0.017390,0.015362,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d512_seed2.log
512,3,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260723_054123_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s3,14,best_val_zeta,0.24979824696977934,0.026943916144470375,0.10779945986966293,-0.015073310273389021,12,0.011870,0.010940,0.011870,0.010940,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d512_seed3.log
512,4,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260723_061032_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,15,best_val_zeta,0.27031859134634334,0.024215583068629105,0.08922074052194755,-0.012263734980175892,12,0.011951,0.010757,0.011951,0.010757,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d512_seed4.log
