dimension,seed,lambda_start_frac,lambda_block_cca,run_dir,saved_checkpoint_epoch,checkpoint_selection,checkpoint_lambda_scale,checkpoint_regularization_lambda,embedding_val_zeta,embedding_whole_val_regularization_raw,train_log,finetune_log,finetune_metrics,frozen_decoder_feature_layer,frozen_decoder_feature_dim,frozen_decoder_rmse_x,frozen_decoder_rmse_y,frozen_decoder_rmse_mean,frozen_decoder_r2_x,frozen_decoder_r2_y,frozen_decoder_r2_mean,finetuned_decoder_feature_layer,finetuned_decoder_feature_dim,finetuned_decoder_rmse_x,finetuned_decoder_rmse_y,finetuned_decoder_rmse_mean,finetuned_decoder_r2_x,finetuned_decoder_r2_y,finetuned_decoder_r2_mean
128,0,0.1,10.0,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_181001_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s0,99,best_val_zeta,0.691946,6.919459999999999,0.482837223344379,0.015613,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d128_s0_main.log,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d128_s0_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_181001_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s0/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,73.3281478881836,78.57363891601562,75.99681854248047,0.9183691143989563,0.8848971128463745,0.9016331434249878,hidden,512,67.46463012695312,73.91188049316406,70.76245880126953,0.9309020042419434,0.8981499671936035,0.9145259857177734
128,1,0.1,10.0,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_181601_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s1,137,best_val_zeta,0.921477,9.21477,0.453517218430837,0.010304,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d128_s1_main.log,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d128_s1_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_181601_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s1/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,74.86183166503906,77.69491577148438,76.29218292236328,0.9117695689201355,0.8850350975990295,0.8984023332595825,hidden,512,69.9382553100586,72.81291961669922,71.39079284667969,0.922993540763855,0.8990288972854614,0.9110112190246582
128,2,0.1,10.0,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_182159_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s2,83,best_val_zeta,0.595302,5.95302,0.45663486255539787,0.017492,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d128_s2_main.log,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d128_s2_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_182159_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s2/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,73.49861907958984,77.80839538574219,75.68482971191406,0.9146308302879333,0.8837558031082153,0.899193286895752,hidden,512,67.0045394897461,71.92725372314453,69.51016998291016,0.9290502071380615,0.9006643295288086,0.9148572683334351
128,3,0.1,10.0,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_183848_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s3,95,best_val_zeta,0.667785,6.677849999999999,0.4818575878938039,0.017227,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d128_s3_main.log,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d128_s3_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_183848_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s3/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,73.5323715209961,80.19033813476562,76.9341812133789,0.9138813018798828,0.8815573453903198,0.8977193236351013,hidden,512,69.41065979003906,74.01213836669922,71.74915313720703,0.9232651591300964,0.8991049528121948,0.9111850261688232
128,4,0.1,10.0,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_184213_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s4,87,best_val_zeta,0.619463,6.19463,0.467028323147032,0.016379,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d128_s4_main.log,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d128_s4_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_184213_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s4/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,73.91703796386719,80.46745300292969,77.2623062133789,0.9139167666435242,0.877105176448822,0.8955109715461731,hidden,512,69.69470977783203,73.3327865600586,71.5377197265625,0.9234704971313477,0.8979320526123047,0.9107012748718262
256,0,0.1,10.0,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_184541_d256_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s0,90,best_val_zeta,0.637584,6.37584,0.4326409565077888,0.020915,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d256_s0_main.log,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d256_s0_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_184541_d256_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s0/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,79.30679321289062,83.40393829345703,81.38206481933594,0.904515266418457,0.8703102469444275,0.8874127864837646,hidden,512,68.68760681152344,76.14896392822266,72.51528930664062,0.9283741116523743,0.8918913006782532,0.9101327061653137
256,1,0.1,10.0,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_184941_d256_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s1,99,best_val_zeta,0.691946,6.919459999999999,0.4536077082157135,0.018588,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d256_s1_main.log,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d256_s1_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_184941_d256_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s1/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,74.26296997070312,78.24623107910156,76.28150177001953,0.9131755828857422,0.8833976984024048,0.8982866406440735,hidden,512,68.01155090332031,73.4103012084961,70.7632064819336,0.9271779656410217,0.8973653316497803,0.9122716188430786
256,2,0.1,10.0,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_185341_d256_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s2,90,best_val_zeta,0.637584,6.37584,0.4621208475695716,0.020614,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d256_s2_main.log,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d256_s2_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_185341_d256_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s2/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,72.12220764160156,78.82408142089844,75.5483169555664,0.9177983403205872,0.8807011842727661,0.899249792098999,hidden,512,66.32621002197266,72.31749725341797,69.38722229003906,0.9304794669151306,0.8995835185050964,0.9150314927101135
256,3,0.1,10.0,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_185741_d256_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s3,127,best_val_zeta,0.861074,8.61074,0.44691435164875454,0.014259,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d256_s3_main.log,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d256_s3_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_185741_d256_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s3/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,71.76031494140625,80.13542175292969,76.06387329101562,0.9179820418357849,0.8817195296287537,0.8998507857322693,hidden,512,67.0125503540039,74.05195617675781,70.62083435058594,0.9284758567810059,0.8989963531494141,0.91373610496521
256,4,0.1,10.0,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_190140_d256_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s4,97,best_val_zeta,0.679866,6.79866,0.4712819324599372,0.020489,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d256_s4_main.log,/home/omo26/Non-Rev-Owen/mcmaze/dim_train_finetune_sweep/logs/d256_s4_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260728_190140_d256_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s4/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,73.57575988769531,78.51251220703125,76.08505249023438,0.9147098660469055,0.8830040693283081,0.8988569974899292,hidden,512,67.08702087402344,71.55465698242188,69.35749053955078,0.929090142250061,0.9028217792510986,0.9159559607505798
